nvalues,tauhats,sehats,lb,ub
10,0.4102212272344811,1.0261042465685108,-1.6009430960398,2.421385550508762
15,-1.5495891905617494,0.44863808830802193,-2.428919843645472,-0.6702585374780264
20,0.6554351452445901,0.44419163180591936,-0.21518045309501177,1.5260507435841921
25,0.6837701355891146,0.4403450474784692,-0.17930615746868506,1.5468464286469144
30,0.28068240351930823,0.3324241668477023,-0.3708689635021883,0.9322337705408048
35,0.2298302388914392,0.3256475619007297,-0.408438982433991,0.8680994602168693
40,0.2546394740592682,0.3443367529904642,-0.4202605618020416,0.9295395099205779
45,0.3198232098348482,0.3348201891525074,-0.3364243609040663,0.9760707805737627
50,0.27929187420675594,0.29070655892523845,-0.2904929812867114,0.8490767297002233
55,-0.05223894351209371,0.2822090019313098,-0.6053685872974609,0.5008907002732735
60,0.36313067684794736,0.2591000445318897,-0.14470541043455637,0.870966764130451
65,0.537310921699001,0.23984069452637233,0.06722316042731119,1.0073986829706907
70,0.37588829289038544,0.237594095802188,-0.08979613488190302,0.841572720662674
75,0.20426499160502662,0.22838496171455017,-0.2433695333554917,0.6518995165655449
80,0.04599134612522887,0.22620157176971745,-0.39736373454341734,0.4893464267938751
85,0.31409812330241327,0.21749024980524462,-0.11218276631586616,0.7403790129206926
90,0.12332405698728177,0.24158014272807038,-0.35017302275973616,0.5968211367342997
95,0.5190068982577993,0.1880805759299919,0.1503689694350152,0.8876448270805835
100,0.44741987856424176,0.2089787430335688,0.03782154221844691,0.8570182149100366
105,-0.03946960738033868,0.1761336605871634,-0.38469158213117893,0.3057523673705016
110,0.06344446655468569,0.17567258519448542,-0.28087380042650567,0.4077627335358771
115,0.03815299918306794,0.1661410992763835,-0.2874835553986438,0.3637895537647796
120,0.10295394563954835,0.18392058718970858,-0.25753040525228044,0.46343829653137714
125,0.3089539900533205,0.1730887939863617,-0.030300046159948413,0.6482080262665895
130,0.2733160380411687,0.18746477484176038,-0.09411492064868165,0.6407469967310191
135,0.3696101718097464,0.15680699880557175,0.062268454150825825,0.676951889468667
140,0.3117711969521033,0.16939118066104772,-0.020235517143550208,0.6437779110477568
145,0.41175161307583164,0.17217926312900245,0.07428025734298682,0.7492229688086764
150,0.6319251114384419,0.18151290507886955,0.27615981748385754,0.9876904053930262
155,0.13554678233935455,0.1626437568924943,-0.18323498116993428,0.45432854584864335
160,0.24136423823829234,0.16353420135149277,-0.0791627964106335,0.5618912728872182
165,0.14450734653208538,0.15473705080109243,-0.15877727303805575,0.4477919661022265
170,0.3100808479269302,0.14764776711618088,0.020691224379215667,0.5994704714746447
175,-0.08692360856472767,0.15116588490899638,-0.38320874298636054,0.20936152585690523
180,0.46846156833780866,0.13637032058191473,0.2011757399972558,0.7357473966783615
185,-0.16769075964077554,0.1473883455063432,-0.4565719168332082,0.12119039755165714
190,0.08790737148651624,0.14993007462807076,-0.20595557478450244,0.3817703177575349
195,0.041487320016095654,0.1384940581190171,-0.2299610338971779,0.3129356739293692
200,0.14937462605405744,0.1381177659193869,-0.12133619514794092,0.4200854472560558
205,0.44022929503884956,0.14315569146122198,0.15964413977485448,0.7208144503028446
210,0.37885148843871685,0.1506294121671026,0.08361784059119576,0.6740851362862379
215,0.35367749133582005,0.14383503302254727,0.07176082661162742,0.6355941560600127
220,0.32502434819879017,0.1295794595535683,0.07104860747379627,0.5790000889237841
225,0.2398866359433256,0.13016296744902808,-0.01523278025676944,0.49500605214342064
230,0.23837716976704587,0.13172770575150083,-0.01980913350589575,0.4965634730399875
235,0.02958074513363579,0.1295805718609576,-0.2243971757138411,0.2835586659811127
240,0.15762680449775845,0.12553416453674038,-0.08842015799425268,0.4036737669897696
245,0.2222561085551872,0.1405372247829309,-0.05319685201935734,0.4977090691297318
250,0.21912154505599182,0.13226153228665047,-0.04011105822584307,0.47835414833782675
255,0.23169001295553304,0.12240796654212253,-0.008229601467027114,0.4716096273780932
260,0.20295616856681808,0.11928181801022217,-0.03083619473321736,0.43674853186685353
265,0.3511257180771852,0.12822286342773437,0.09980890575882584,0.6024425303955445
270,0.16083864997444314,0.12041999369063576,-0.07518453765920294,0.39686183760808924
275,0.06550562560538875,0.11841097922700995,-0.16657989367955076,0.29759114489032823
280,0.25701500752716067,0.1171438551747233,0.027413051384703013,0.4866169636696183
285,0.16205609800594356,0.1273813226819666,-0.087611294450711,0.41172349046259815
290,0.21857267516825155,0.11611154661407463,-0.00900595619533473,0.4461513065318378
295,0.08896465612666776,0.10896754504848431,-0.1246117321683615,0.30254104442169705
300,0.24446445138798184,0.1164790378071353,0.01616553728599665,0.472763365489967
305,-0.0017534804753170374,0.11292518874267563,-0.22308685041096127,0.2195798894603272
310,0.25404296389561937,0.10996980462578242,0.03850214682908584,0.4695837809621529
315,0.11293993229502157,0.11562198248115849,-0.11367915336804905,0.3395590179580922
320,0.15622378731039538,0.10949319881130136,-0.05838288235975528,0.37083045698054606
325,0.08146361524056389,0.10928559715823369,-0.13273615518957413,0.29566338567070194
330,0.25979788333655024,0.10354462285876637,0.05685042253336817,0.46274534413973234
335,0.24702820548688267,0.10486663423495682,0.041489602386367314,0.45256680858739806
340,0.4028197153924289,0.10956358440719643,0.18807508995432387,0.6175643408305339
345,0.13631140911037776,0.11240697557771942,-0.0840062630219523,0.3566290812427078
350,0.11446332323007818,0.10834320432449343,-0.09788935724592893,0.3268160037060853
355,0.20129472110609709,0.1100467959865349,-0.01439699902751132,0.4169864412397055
360,0.18932764720540537,0.10853832595834834,-0.02340747167295737,0.4020627660837681
365,0.19661540302642252,0.10767281517543599,-0.014423314717432023,0.4076541207702771
370,0.2828115995897586,0.0993368107488779,0.08811145052195793,0.4775117486575593
375,0.10725365706336223,0.10097186543563579,-0.0906511991904839,0.30515851331720834
380,0.48926517189771485,0.10020338300091915,0.2928665412159133,0.6856638025795163
385,0.2549468794202678,0.10100203536060862,0.056982890113474904,0.45291086872706066
390,0.12904583588972576,0.09757273370948659,-0.06219672218086794,0.3202883939603195
395,0.14971703807428335,0.09936568902225174,-0.04503971240933005,0.3444737885578968
400,0.19395588157195842,0.10217450913710385,-0.006306156336765123,0.39421791948068197
405,0.17733894501733993,0.09918490175387373,-0.017063462420252584,0.37174135245493245
410,0.3072471218063048,0.10363974101484243,0.10411322941721365,0.5103810141953959
415,0.29989607865257406,0.09437510867854072,0.11492086564263423,0.48487129166251386
420,0.25339020945220936,0.10305823470295683,0.051396069434413966,0.4553843494700047
425,0.14816089964379647,0.10246516936144277,-0.05267083230463135,0.34899263159222427
430,0.2428445512241087,0.09859272382104657,0.04960281253485743,0.43608628991335996
435,0.16703894982729997,0.1017484309509171,-0.032387974836497524,0.36646587449109747
440,0.1297921269480661,0.0873719326961838,-0.04145686113645414,0.30104111503258635
445,0.15989266640392327,0.09126067528871674,-0.018978257161961554,0.3387635899698081
450,0.18409141245004654,0.09588355938805562,-0.0038403639505424914,0.37202318885063557
455,0.2627579295920922,0.09449635823992673,0.07754506744183581,0.4479707917423486
460,0.10950847629507846,0.09139276675587661,-0.0696213465464397,0.2886382991365966
465,0.2877845400917145,0.09550584188499625,0.10059308999712185,0.47497599018630715
470,0.2163415153821578,0.09082714424510159,0.03832031266175867,0.3943627181025569
475,-0.038603603520942845,0.0933365678188961,-0.2215432764459792,0.1443360694040935
480,0.24655359007975255,0.08489046888616199,0.08016827106287505,0.41293890909663006
485,0.045148951447145966,0.09125989074286107,-0.13372043440886172,0.22401833730315368
490,0.07244296173115128,0.091959911772875,-0.10779846534368373,0.2526843888059863
495,0.12635060118766403,0.08702840595756843,-0.044225074489170096,0.29692627686449813
500,0.15334894022165318,0.0929079861137023,-0.028750712561203318,0.3354485930045097
505,0.2349875708507188,0.09530052237686344,0.048198546992066466,0.4217765947093711
510,0.11701208125274729,0.09331603831854818,-0.06588735385160713,0.29991151635710167
515,0.23105805954083256,0.08742582225444666,0.0597034479221171,0.40241267115954804
520,0.16302470800808042,0.08601035779975318,-0.005555593279435805,0.33160500929559666
525,0.3000816727815523,0.08389275063137658,0.1356518815440542,0.4645114640190504
530,0.2442577551338029,0.08832007541307642,0.07115040732417313,0.41736510294343265
