nvalues,tauhats,sehats,lb,ub
10,-0.40144453071586306,0.6312508366442257,-1.6386961705385454,0.8358071091068192
15,0.26477230163614157,0.5129714115515163,-0.7406516650048303,1.2701962682771135
20,-0.024015848170426707,0.4049098648574061,-0.8176391832909427,0.7696074869500893
25,0.3694156462770779,0.39243467617441197,-0.3997563190247695,1.1385876115789253
30,0.06711411201381828,0.4332722779025519,-0.7820995526751835,0.91632777670282
35,0.4136846206560978,0.2924802273299273,-0.15957662491055968,0.9869458662227553
40,0.08892575285089577,0.3357433128546199,-0.5691311403441592,0.7469826460459508
45,0.4000251107689261,0.27571784397639254,-0.1403818634248033,0.9404320849626555
50,0.5900294037477315,0.2814139896144939,0.03845798410332346,1.1416008233921395
55,0.23539229856958233,0.2949113596100103,-0.3426339662660378,0.8134185634052025
60,0.02893165542620929,0.26793499057361975,-0.4962209260980854,0.5540842369505039
65,0.2630952835333856,0.2306398081458478,-0.18895874043247607,0.7151493074992473
70,-0.0659867510292605,0.26052542146968477,-0.5766165771098426,0.44464307505132167
75,0.13107601158499133,0.21617019150475428,-0.29261756376432707,0.5547695869343097
80,0.12632586596140696,0.2137021216068611,-0.29253029238804085,0.5451820243108547
85,0.17960885108298283,0.23336197140006126,-0.2777806128611372,0.6369983150271029
90,0.48422030379313474,0.23707458020918087,0.019554126583140263,0.9488864810031292
95,0.18085229637423933,0.20769520093907787,-0.22623029746635326,0.5879348902148319
100,0.6027728407863623,0.20738089641088367,0.19630628382103033,1.0092393977516942
105,0.21493529606243567,0.17901656167576788,-0.13593716482206936,0.5658077569469406
110,0.5971573377400676,0.20148979496043348,0.20223733961761803,0.9920773358625172
115,0.2943112143980364,0.19477018288163675,-0.08743834404997158,0.6760607728460444
120,-0.1557033415710153,0.18428554792078625,-0.5169030154957563,0.20549633235372575
125,0.28140971939884163,0.18132902596360018,-0.07399517148981472,0.636814610287498
130,0.277045732889899,0.1656331140213224,-0.04759517059189289,0.6016866363716908
135,0.25274444994329665,0.18030241436547123,-0.10064828221302696,0.6061371820996202
140,0.4168227378103232,0.1678431777476162,0.08785010942499544,0.7457953661956509
145,0.5090531023117348,0.15587914983247744,0.20352996864007905,0.8145762359833906
150,0.311911782352833,0.1702660798164823,-0.021809734087472332,0.6456332987931384
155,0.23704757999775716,0.15672092955760109,-0.07012544193514098,0.5442206019306552
160,0.123873762856273,0.15930870646913417,-0.18837130182322998,0.43611882753577597
165,-0.033659067555046496,0.15840997156969008,-0.3441426118316391,0.2768244767215461
170,0.2749593582465389,0.17190671400934096,-0.06197780121176938,0.6118965177048472
175,0.23656109326510755,0.14992132669885205,-0.05728470706464245,0.5304068935948576
180,0.3454492717336829,0.1512860367080313,0.04892863978594153,0.6419699036814243
185,0.12203785647365184,0.14793249787782248,-0.1679098393668802,0.4119855523141839
190,0.23769337705647273,0.16349860970243754,-0.08276389796030484,0.5581506520732503
195,0.1692694127890545,0.14250451552102825,-0.11003943763216084,0.44857826321026983
200,0.2573592724644579,0.14906084209062187,-0.03479997803316098,0.5495185229620767
205,0.14920960282341053,0.13969932227443366,-0.12460106883447944,0.42302027448130053
210,-0.10439121078089658,0.14898503756708437,-0.39640188441238194,0.18761946285058878
215,0.10488971627271179,0.14257506835175685,-0.17455741769673164,0.38433685024215525
220,0.03600945070033431,0.1584543957061447,-0.2745611648837093,0.3465800662843779
225,0.16693790845220197,0.13012989037697614,-0.08811667668667128,0.4219924935910752
230,0.32409056975754635,0.13045455408254628,0.06839964375575563,0.579781495759337
235,0.1983821506435812,0.14213221149517374,-0.08019698388695931,0.47696128517412173
240,0.25064854999579433,0.1397661325520916,-0.02329306980630519,0.5245901697978939
245,0.27236312249342287,0.12762919641449133,0.022209897521019872,0.5225163474658259
250,0.1683505949150809,0.13225193256679796,-0.09086319291584308,0.42756438274600483
255,0.10095061147290518,0.12466409584641763,-0.14339101638607338,0.34529223933188374
260,0.18028459098007663,0.12409470549700674,-0.06294103179405658,0.42351021375420983
265,0.09421140423895705,0.12446429693017165,-0.14973861774417938,0.33816142622209344
270,0.2528376940775708,0.12686196044659848,0.004188251602237764,0.5014871365529038
275,0.15794150861306863,0.12916263284773927,-0.09521725176850035,0.4111002689946376
280,0.12152609958216792,0.12732536795129978,-0.12803162160237966,0.37108382076671553
285,0.11765000756781051,0.1142788293282383,-0.10633649791553655,0.34163651305115755
290,0.030006056691551597,0.11270431470047457,-0.19089440012137854,0.25090651350448173
295,0.06952064009543252,0.11909806579404608,-0.1639115688608978,0.30295284905176284
300,0.19483076389409343,0.11103461091733166,-0.022797073503876636,0.41245860129206346
305,0.07660265850349178,0.11486341326409968,-0.1485296314941436,0.30173494850112714
310,0.17812500696511896,0.12219757415011633,-0.06138223836910903,0.417632252299347
315,0.327072175480468,0.1149980098232952,0.10167607622680944,0.5524682747341266
320,0.09753297781685914,0.12258221496783647,-0.14272816352010032,0.33779411915381863
325,0.31529009222256305,0.12006323559606188,0.07996615045428176,0.5506140339908443
330,0.14903587816597505,0.11614855039241717,-0.07861528060316261,0.37668703693511274
335,0.3659250653393916,0.11284241206388448,0.14475393769417805,0.5870961929846052
340,0.2123577886006003,0.11049153252164451,-0.00420561514182291,0.4289211923430235
345,0.05287914004826333,0.11931892840163778,-0.18098595961894673,0.28674423971547336
350,0.027055135264911906,0.11360260229977868,-0.1956059652426543,0.24971623577247812
355,0.09431396846842183,0.10391728791431382,-0.10936391584363325,0.2979918527804769
360,0.2770185052195823,0.1031602171853354,0.07482447953632496,0.47921253090283966
365,0.07632352792742904,0.1088548073203793,-0.1370318944205144,0.2896789502753725
370,0.09774154470770188,0.10275840711262012,-0.10366493323303355,0.2991480226484373
375,0.21407960005881949,0.11110146497666905,-0.0036792712954518414,0.43183847141309084
380,-0.08071736049756827,0.1016762878147273,-0.2800028846144338,0.11856816361929724
385,0.05726853395189699,0.10537972910305059,-0.14927573509008216,0.2638128029938761
390,0.0662370456511409,0.10517785862069227,-0.13991155724541593,0.27238564854769776
395,0.12624769908470235,0.11012702917955283,-0.08960127810722121,0.3420966762766259
